record_id,vendor,category,amount,site_id,approver,submitted_at,is_anomaly,anomaly_type
491,Zenith Office & Site Supplies,misc,6704.94,SITE-002,J. D'Souza,2025-04-30 12:47:00,0,none
492,Coastal Scaffolding Rentals,equipment,37499.14,SITE-005,K. Iyer,2025-06-27 13:38:00,0,none
493,Union Skilled Workforce,labor,37773.48,SITE-009,S. Kulkarni,2025-01-16 16:18:00,0,none
494,Coastal Scaffolding Rentals,equipment,32436.8,SITE-010,P. Singh,2025-06-06 16:44:00,0,none
495,BuildRight Steel & Rebar,materials,152002.38,SITE-006,K. Iyer,2025-05-23 09:17:00,0,none
496,TerraMove Heavy Machinery,equipment,111072.38,SITE-010,J. D'Souza,2025-06-16 18:13:00,0,none
497,PowerLift Cranes & Equipment,equipment,206111.87,SITE-010,K. Iyer,2025-01-17 17:53:00,0,none
498,BuildRight Steel & Rebar,materials,57277.25,SITE-002,R. Mehta,2025-02-16 03:11:00,1,off_hours
499,SafeSite PPE & Consumables,misc,10517.57,SITE-007,N. Rao,2025-03-03 12:43:00,0,none
500,Sagar Labour Solutions,labor,37279.81,SITE-006,A. Fernandes,2025-02-13 10:43:00,0,none
501,TerraMove Heavy Machinery,equipment,93487.8,SITE-005,M. Sharma,2025-05-28 10:23:00,0,none
502,Zenith Office & Site Supplies,misc,4702.08,SITE-010,N. Rao,2025-03-25 15:40:00,0,none
503,Konkan Aggregates Pvt Ltd,materials,28962.86,SITE-006,N. Rao,2025-04-09 09:27:00,0,none
504,Coastal Scaffolding Rentals,equipment,101836.32,SITE-003,P. Singh,2025-02-18 09:10:00,0,none
505,Zenith Office & Site Supplies,misc,5572.71,SITE-004,S. Kulkarni,2025-03-20 18:12:00,0,none
506,Shree Cement Suppliers,materials,64440.74,SITE-003,J. D'Souza,2025-04-10 13:48:00,0,none
507,Shree Cement Suppliers,materials,99639.52,SITE-001,J. D'Souza,2025-05-16 15:47:00,0,none
508,Goa Timber & Plywood,materials,18786.67,SITE-005,K. Iyer,2025-03-03 16:02:00,0,none
509,PowerLift Cranes & Equipment,equipment,108641.17,SITE-003,M. Sharma,2025-01-29 09:51:00,0,none
510,SafeSite PPE & Consumables,misc,3646.99,SITE-010,N. Rao,2025-04-04 15:15:00,0,none
511,Zenith Office & Site Supplies,misc,5818.58,SITE-006,S. Kulkarni,2025-03-27 14:33:00,0,none
512,Goa Timber & Plywood,materials,10211.9,SITE-010,J. D'Souza,2025-02-20 17:25:00,0,none
513,TerraMove Heavy Machinery,equipment,61759.35,SITE-008,J. D'Souza,2025-03-14 08:36:00,0,none
514,Coastal Scaffolding Rentals,equipment,30809.32,SITE-004,K. Iyer,2025-04-16 17:13:00,0,none
515,Shree Cement Suppliers,materials,68868.07,SITE-008,M. Sharma,2025-03-06 08:19:00,0,none
516,BuildRight Steel & Rebar,materials,52516.23,SITE-010,R. Mehta,2025-05-14 14:06:00,0,none
517,TerraMove Heavy Machinery,equipment,64341.88,SITE-001,J. D'Souza,2025-03-03 09:20:00,0,none
518,Union Skilled Workforce,labor,55121.28,SITE-002,S. Kulkarni,2025-04-07 14:44:00,0,none
519,Everest Manpower Contractors,labor,145892.8,SITE-003,N. Rao,2025-04-16 16:57:00,1,unusual_approver
520,Zenith Office & Site Supplies,misc,2865.35,SITE-004,N. Rao,2025-06-09 18:49:00,0,none
521,Municipal Permits & Fees,misc,8094.9,SITE-005,N. Rao,2025-04-22 12:18:00,0,none
522,Union Skilled Workforce,labor,69175.39,SITE-005,R. Mehta,2025-01-06 08:13:00,0,none
523,Shree Cement Suppliers,materials,23736.75,SITE-001,M. Sharma,2025-05-16 11:46:00,0,none
524,Shree Cement Suppliers,materials,63441.16,SITE-008,J. D'Souza,2025-02-11 16:04:00,0,none
525,BuildRight Steel & Rebar,materials,66477.56,SITE-008,R. Mehta,2025-02-19 14:06:00,0,none
526,BuildRight Steel & Rebar,materials,195874.37,SITE-003,M. Sharma,2025-06-09 13:03:00,1,unusual_approver
527,Union Skilled Workforce,labor,47384.5,SITE-003,S. Kulkarni,2025-01-24 08:00:00,0,none
528,PowerLift Cranes & Equipment,equipment,257202.33,SITE-009,M. Sharma,2025-03-06 17:30:00,0,none
529,SafeSite PPE & Consumables,misc,5597.91,SITE-008,N. Rao,2025-04-10 08:52:00,0,none
530,Everest Manpower Contractors,labor,32801.65,SITE-007,P. Singh,2025-01-27 15:35:00,0,none
531,Sagar Labour Solutions,labor,45257.26,SITE-005,K. Iyer,2025-01-13 09:25:00,0,none
532,Zenith Office & Site Supplies,misc,11597.59,SITE-010,S. Kulkarni,2025-06-02 14:19:00,0,none
533,TerraMove Heavy Machinery,equipment,96642.37,SITE-003,M. Sharma,2025-02-11 11:35:00,0,none
534,TerraMove Heavy Machinery,equipment,242648.94,SITE-001,J. D'Souza,2025-01-25 11:06:00,1,off_hours
535,BuildRight Steel & Rebar,materials,91686.19,SITE-002,K. Iyer,2025-01-21 13:32:00,0,none
536,Konkan Aggregates Pvt Ltd,materials,26702.51,SITE-003,N. Rao,2025-01-02 08:55:00,0,none
537,Coastal Scaffolding Rentals,equipment,54509.87,SITE-008,K. Iyer,2025-06-24 15:50:00,0,none
538,Goa Timber & Plywood,materials,13228.0,SITE-004,J. D'Souza,2025-04-11 10:32:00,0,none
539,Sagar Labour Solutions,labor,30920.76,SITE-006,K. Iyer,2025-03-03 08:07:00,0,none
540,Goa Timber & Plywood,materials,15831.9,SITE-009,N. Rao,2025-05-28 15:38:00,0,none
541,Municipal Permits & Fees,misc,9932.11,SITE-006,N. Rao,2025-03-17 14:26:00,0,none
542,Sagar Labour Solutions,labor,22950.76,SITE-004,K. Iyer,2025-03-31 13:03:00,0,none
543,Coastal Scaffolding Rentals,equipment,39448.31,SITE-002,K. Iyer,2025-02-26 10:16:00,0,none
544,BuildRight Steel & Rebar,materials,198464.48,SITE-005,R. Mehta,2025-03-21 18:09:00,0,none
545,Coastal Scaffolding Rentals,equipment,46897.62,SITE-006,P. Singh,2025-05-19 08:30:00,0,none
546,TerraMove Heavy Machinery,equipment,190624.23,SITE-005,J. D'Souza,2025-01-02 17:07:00,0,none
547,Goa Timber & Plywood,materials,29001.13,SITE-006,K. Iyer,2025-06-02 13:00:00,0,none
548,Municipal Permits & Fees,misc,182722.13,SITE-007,K. Iyer,2025-06-04 18:27:00,1,extreme_outlier
549,Coastal Scaffolding Rentals,equipment,34659.44,SITE-008,K. Iyer,2025-05-23 10:37:00,0,none
550,Shree Cement Suppliers,materials,13139.18,SITE-003,M. Sharma,2025-02-03 08:02:00,0,none
551,Sagar Labour Solutions,labor,27929.98,SITE-008,K. Iyer,2025-04-22 16:27:00,0,none
552,Coastal Scaffolding Rentals,equipment,42613.95,SITE-007,K. Iyer,2025-02-24 10:27:00,0,none
553,Zenith Office & Site Supplies,misc,5091.68,SITE-008,S. Kulkarni,2025-01-07 14:24:00,0,none
554,Zenith Office & Site Supplies,misc,7528.43,SITE-005,N. Rao,2025-06-19 09:46:00,0,none
555,BuildRight Steel & Rebar,materials,37299.51,SITE-003,K. Iyer,2025-06-26 17:56:00,0,none
556,Coastal Scaffolding Rentals,equipment,27947.33,SITE-005,P. Singh,2025-03-11 13:50:00,0,none
557,Shree Cement Suppliers,materials,40547.23,SITE-001,M. Sharma,2025-01-13 15:27:00,0,none
558,TerraMove Heavy Machinery,equipment,177456.02,SITE-006,J. D'Souza,2025-04-17 17:20:00,0,none
559,PowerLift Cranes & Equipment,equipment,115346.11,SITE-008,M. Sharma,2025-01-06 18:50:00,0,none
560,Goa Timber & Plywood,materials,18091.47,SITE-006,J. D'Souza,2025-06-12 14:21:00,0,none
561,SafeSite PPE & Consumables,misc,125113.11,SITE-008,R. Mehta,2025-05-22 15:34:00,1,extreme_outlier
562,Coastal Scaffolding Rentals,equipment,63121.74,SITE-006,P. Singh,2025-06-10 16:07:00,0,none
563,Zenith Office & Site Supplies,misc,8703.05,SITE-002,S. Kulkarni,2025-06-05 13:37:00,0,none
564,Coastal Scaffolding Rentals,equipment,16778.5,SITE-002,P. Singh,2025-01-16 15:40:00,0,none
565,Sagar Labour Solutions,labor,19928.67,SITE-009,K. Iyer,2025-05-22 11:08:00,0,none
566,PowerLift Cranes & Equipment,equipment,113704.32,SITE-008,K. Iyer,2025-05-08 08:42:00,0,none
567,Coastal Scaffolding Rentals,equipment,48150.22,SITE-001,P. Singh,2025-01-23 09:02:00,0,none
568,BuildRight Steel & Rebar,materials,762634.93,SITE-004,K. Iyer,2025-04-01 16:24:00,1,extreme_outlier
569,Konkan Aggregates Pvt Ltd,materials,20767.04,SITE-008,R. Mehta,2025-04-04 10:20:00,0,none
570,Konkan Aggregates Pvt Ltd,materials,12395.15,SITE-008,N. Rao,2025-05-01 17:07:00,0,none
571,BuildRight Steel & Rebar,materials,19911.56,SITE-009,K. Iyer,2025-03-12 11:31:00,0,none
572,Union Skilled Workforce,labor,40356.35,SITE-004,S. Kulkarni,2025-02-12 18:29:00,0,none
573,Coastal Scaffolding Rentals,equipment,870386.94,SITE-003,P. Singh,2025-06-02 08:54:00,1,extreme_outlier
574,Goa Timber & Plywood,materials,24793.47,SITE-005,N. Rao,2025-01-01 14:47:00,0,none
575,Everest Manpower Contractors,labor,97359.89,SITE-005,M. Sharma,2025-02-05 11:40:00,0,none
576,Coastal Scaffolding Rentals,equipment,44163.76,SITE-009,P. Singh,2025-06-26 15:27:00,0,none
577,Konkan Aggregates Pvt Ltd,materials,23263.91,SITE-009,R. Mehta,2025-01-28 08:13:00,0,none
578,PowerLift Cranes & Equipment,equipment,75051.76,SITE-001,M. Sharma,2025-01-02 18:05:00,0,none
579,Shree Cement Suppliers,materials,49230.16,SITE-003,M. Sharma,2025-05-15 17:48:00,0,none
580,Everest Manpower Contractors,labor,57840.19,SITE-004,A. Fernandes,2025-02-10 09:44:00,0,none
581,TerraMove Heavy Machinery,equipment,182150.52,SITE-006,M. Sharma,2025-02-14 10:29:00,0,none
582,Everest Manpower Contractors,labor,53837.25,SITE-007,A. Fernandes,2025-05-28 13:47:00,0,none
583,Municipal Permits & Fees,misc,14838.07,SITE-009,J. D'Souza,2025-02-10 09:26:00,0,none
584,BuildRight Steel & Rebar,materials,52907.21,SITE-003,R. Mehta,2025-06-13 12:34:00,0,none
585,BuildRight Steel & Rebar,materials,49851.59,SITE-003,R. Mehta,2025-05-28 15:55:00,0,none
586,Goa Timber & Plywood,materials,16288.26,SITE-002,K. Iyer,2025-04-21 18:00:00,0,none
587,BuildRight Steel & Rebar,materials,69630.49,SITE-006,K. Iyer,2025-05-15 14:37:00,0,none
588,Konkan Aggregates Pvt Ltd,materials,16752.53,SITE-006,R. Mehta,2025-01-24 14:41:00,0,none
589,Union Skilled Workforce,labor,86667.15,SITE-009,S. Kulkarni,2025-06-13 13:32:00,0,none
590,Coastal Scaffolding Rentals,equipment,35634.54,SITE-007,P. Singh,2025-01-04 15:23:00,1,duplicate
591,Konkan Aggregates Pvt Ltd,materials,50438.98,SITE-010,R. Mehta,2025-05-15 15:20:00,0,none
592,BuildRight Steel & Rebar,materials,37754.38,SITE-005,R. Mehta,2025-02-20 18:25:00,0,none
593,Shree Cement Suppliers,materials,42475.87,SITE-004,J. D'Souza,2025-02-13 15:48:00,0,none
594,PowerLift Cranes & Equipment,equipment,73218.68,SITE-010,M. Sharma,2025-05-16 11:40:00,0,none
595,Municipal Permits & Fees,misc,17503.41,SITE-010,N. Rao,2025-03-27 11:24:00,0,none
596,SafeSite PPE & Consumables,misc,16241.98,SITE-007,R. Mehta,2025-05-21 14:36:00,0,none
597,PowerLift Cranes & Equipment,equipment,80477.42,SITE-008,M. Sharma,2025-04-08 17:20:00,0,none
598,Sagar Labour Solutions,labor,30894.25,SITE-009,K. Iyer,2025-05-27 18:17:00,0,none
599,Sagar Labour Solutions,labor,32367.2,SITE-004,K. Iyer,2025-05-29 17:56:00,0,none
600,SafeSite PPE & Consumables,misc,15367.82,SITE-002,N. Rao,2025-01-28 17:12:00,0,none
601,Sagar Labour Solutions,labor,36106.02,SITE-005,P. Singh,2025-04-18 14:25:00,0,none
602,Union Skilled Workforce,labor,49643.85,SITE-010,S. Kulkarni,2025-06-06 13:28:00,0,none
603,Everest Manpower Contractors,labor,30499.49,SITE-010,A. Fernandes,2025-05-28 18:24:00,0,none
604,Goa Timber & Plywood,materials,11105.95,SITE-001,N. Rao,2025-03-18 13:39:00,0,none
605,Shree Cement Suppliers,materials,29959.46,SITE-010,J. D'Souza,2025-03-18 16:29:00,0,none
606,Union Skilled Workforce,labor,238733.97,SITE-002,S. Kulkarni,2025-05-02 11:28:00,1,extreme_outlier
607,Coastal Scaffolding Rentals,equipment,60413.2,SITE-010,K. Iyer,2025-01-09 13:47:00,0,none
608,Shree Cement Suppliers,materials,40147.07,SITE-009,M. Sharma,2025-03-25 18:58:00,0,none
609,Union Skilled Workforce,labor,26707.57,SITE-007,S. Kulkarni,2025-06-20 16:12:00,0,none
610,Municipal Permits & Fees,misc,49718.52,SITE-008,A. Fernandes,2025-05-08 09:17:00,1,unusual_approver
611,Konkan Aggregates Pvt Ltd,materials,15706.7,SITE-009,N. Rao,2025-04-11 16:34:00,0,none
612,SafeSite PPE & Consumables,misc,8101.03,SITE-008,N. Rao,2025-06-02 11:59:00,0,none
613,Goa Timber & Plywood,materials,17459.61,SITE-001,K. Iyer,2025-04-23 09:34:00,0,none
614,Municipal Permits & Fees,misc,11253.0,SITE-002,K. Iyer,2025-01-10 15:04:00,0,none
615,Union Skilled Workforce,labor,52501.13,SITE-005,S. Kulkarni,2025-03-10 10:41:00,0,none
616,TerraMove Heavy Machinery,equipment,144141.35,SITE-004,M. Sharma,2025-06-17 09:04:00,0,none
617,Union Skilled Workforce,labor,61504.92,SITE-007,R. Mehta,2025-05-22 10:15:00,0,none
618,Shree Cement Suppliers,materials,41948.68,SITE-001,M. Sharma,2025-01-29 10:50:00,0,none
619,Konkan Aggregates Pvt Ltd,materials,18416.04,SITE-008,N. Rao,2025-04-23 18:32:00,0,none
620,SafeSite PPE & Consumables,misc,6809.67,SITE-009,R. Mehta,2025-06-13 14:02:00,0,none
621,Union Skilled Workforce,labor,59663.88,SITE-003,R. Mehta,2025-04-02 16:51:00,0,none
622,TerraMove Heavy Machinery,equipment,1591203.43,SITE-001,J. D'Souza,2025-03-05 16:56:00,1,extreme_outlier
623,TerraMove Heavy Machinery,equipment,185577.98,SITE-001,M. Sharma,2025-02-14 18:43:00,0,none
624,Everest Manpower Contractors,labor,40752.27,SITE-005,A. Fernandes,2025-04-07 13:01:00,0,none
625,BuildRight Steel & Rebar,materials,173572.18,SITE-004,K. Iyer,2025-06-16 09:54:00,0,none
626,Sagar Labour Solutions,labor,29285.01,SITE-006,P. Singh,2025-04-09 12:39:00,0,none
627,PowerLift Cranes & Equipment,equipment,61456.42,SITE-001,R. Mehta,2025-06-13 15:20:00,0,none
628,BuildRight Steel & Rebar,materials,69000.34,SITE-010,R. Mehta,2025-05-17 13:54:00,1,off_hours
629,TerraMove Heavy Machinery,equipment,154720.66,SITE-006,J. D'Souza,2025-02-20 18:38:00,0,none
630,SafeSite PPE & Consumables,misc,13187.89,SITE-010,R. Mehta,2025-05-09 17:53:00,0,none
631,Sagar Labour Solutions,labor,32720.94,SITE-002,A. Fernandes,2025-04-02 11:29:00,0,none
632,TerraMove Heavy Machinery,equipment,115160.27,SITE-005,M. Sharma,2025-04-28 17:19:00,0,none
633,PowerLift Cranes & Equipment,equipment,335318.77,SITE-001,J. D'Souza,2025-03-12 12:41:00,1,unusual_approver
634,PowerLift Cranes & Equipment,equipment,117362.02,SITE-005,R. Mehta,2025-01-31 18:17:00,0,none
635,TerraMove Heavy Machinery,equipment,122806.62,SITE-009,J. D'Souza,2025-04-04 17:20:00,0,none
636,Municipal Permits & Fees,misc,232524.48,SITE-008,J. D'Souza,2025-04-01 18:13:00,1,extreme_outlier
637,Union Skilled Workforce,labor,49942.35,SITE-007,S. Kulkarni,2025-02-25 10:01:00,0,none
638,Zenith Office & Site Supplies,misc,4021.27,SITE-006,J. D'Souza,2025-03-06 15:24:00,0,none
639,Shree Cement Suppliers,materials,32960.27,SITE-004,M. Sharma,2025-05-14 15:34:00,0,none
640,Union Skilled Workforce,labor,52980.74,SITE-010,R. Mehta,2025-02-12 11:37:00,0,none
641,Goa Timber & Plywood,materials,31845.48,SITE-004,J. D'Souza,2025-05-20 15:35:00,0,none
642,Konkan Aggregates Pvt Ltd,materials,15038.87,SITE-008,R. Mehta,2025-03-11 12:50:00,0,none
643,SafeSite PPE & Consumables,misc,7517.21,SITE-003,N. Rao,2025-02-07 15:25:00,0,none
644,Shree Cement Suppliers,materials,25544.94,SITE-004,M. Sharma,2025-04-02 09:16:00,0,none
645,Sagar Labour Solutions,labor,69238.7,SITE-008,R. Mehta,2025-02-05 10:39:00,1,unusual_approver
646,Everest Manpower Contractors,labor,32106.3,SITE-003,A. Fernandes,2025-04-14 10:41:00,0,none
647,Zenith Office & Site Supplies,misc,10506.05,SITE-003,S. Kulkarni,2025-03-03 13:07:00,0,none
648,Sagar Labour Solutions,labor,35606.58,SITE-002,A. Fernandes,2025-02-03 04:41:00,1,off_hours
649,BuildRight Steel & Rebar,materials,75639.0,SITE-003,R. Mehta,2025-02-10 13:46:00,0,none
650,Zenith Office & Site Supplies,misc,8851.61,SITE-007,N. Rao,2025-02-18 13:22:00,0,none
651,PowerLift Cranes & Equipment,equipment,76893.05,SITE-001,R. Mehta,2025-01-07 09:33:00,0,none
652,Zenith Office & Site Supplies,misc,21748.57,SITE-003,J. D'Souza,2025-03-03 18:26:00,0,none
653,SafeSite PPE & Consumables,misc,5418.34,SITE-001,R. Mehta,2025-01-01 10:25:00,0,none
654,Shree Cement Suppliers,materials,32421.33,SITE-003,M. Sharma,2025-04-17 09:01:00,0,none
655,Konkan Aggregates Pvt Ltd,materials,15887.51,SITE-002,R. Mehta,2025-02-21 18:45:00,0,none
656,Municipal Permits & Fees,misc,27394.28,SITE-009,N. Rao,2025-03-11 10:10:00,0,none
657,PowerLift Cranes & Equipment,equipment,123396.43,SITE-003,M. Sharma,2025-04-29 16:17:00,0,none
658,Sagar Labour Solutions,labor,67402.66,SITE-007,A. Fernandes,2025-05-20 12:32:00,0,none
659,Everest Manpower Contractors,labor,47974.13,SITE-002,M. Sharma,2025-04-14 17:21:00,0,none
660,Coastal Scaffolding Rentals,equipment,41337.23,SITE-003,K. Iyer,2025-04-29 14:28:00,0,none
661,PowerLift Cranes & Equipment,equipment,207335.57,SITE-009,R. Mehta,2025-01-13 15:43:00,0,none
662,BuildRight Steel & Rebar,materials,72841.98,SITE-005,R. Mehta,2025-01-29 23:21:00,1,off_hours
663,BuildRight Steel & Rebar,materials,140038.61,SITE-010,K. Iyer,2025-01-08 16:47:00,0,none
664,TerraMove Heavy Machinery,equipment,409488.13,SITE-006,J. D'Souza,2025-04-18 11:46:00,0,none
665,Sagar Labour Solutions,labor,81449.77,SITE-010,K. Iyer,2025-05-07 11:47:00,0,none
666,PowerLift Cranes & Equipment,equipment,97723.84,SITE-007,R. Mehta,2025-05-30 18:51:00,0,none
667,Zenith Office & Site Supplies,misc,6948.91,SITE-010,J. D'Souza,2025-04-21 12:45:00,0,none
668,Goa Timber & Plywood,materials,27386.26,SITE-008,N. Rao,2025-05-12 08:28:00,0,none
669,TerraMove Heavy Machinery,equipment,185256.49,SITE-005,J. D'Souza,2025-06-21 00:02:00,1,off_hours
670,Union Skilled Workforce,labor,59945.87,SITE-009,S. Kulkarni,2025-01-17 11:40:00,0,none
671,BuildRight Steel & Rebar,materials,32926.12,SITE-007,R. Mehta,2025-02-25 16:09:00,0,none
672,PowerLift Cranes & Equipment,equipment,111950.86,SITE-009,M. Sharma,2025-02-27 10:44:00,0,none
673,PowerLift Cranes & Equipment,equipment,134017.1,SITE-009,K. Iyer,2025-01-17 17:24:00,0,none
674,Everest Manpower Contractors,labor,74285.57,SITE-004,P. Singh,2025-03-21 15:32:00,0,none
675,PowerLift Cranes & Equipment,equipment,198316.89,SITE-009,R. Mehta,2025-01-30 11:42:00,0,none
676,Municipal Permits & Fees,misc,60520.61,SITE-009,P. Singh,2025-01-27 16:39:00,1,unusual_approver
677,Union Skilled Workforce,labor,49760.09,SITE-003,R. Mehta,2025-01-21 15:00:00,0,none
678,Sagar Labour Solutions,labor,29771.15,SITE-004,P. Singh,2025-05-28 12:15:00,0,none
679,Municipal Permits & Fees,misc,18745.96,SITE-008,J. D'Souza,2025-05-16 13:15:00,0,none
680,Konkan Aggregates Pvt Ltd,materials,21450.88,SITE-007,N. Rao,2025-05-21 09:50:00,0,none
681,Coastal Scaffolding Rentals,equipment,40431.23,SITE-010,K. Iyer,2025-06-09 10:17:00,0,none
682,Sagar Labour Solutions,labor,35224.69,SITE-004,A. Fernandes,2025-06-03 12:02:00,0,none
683,TerraMove Heavy Machinery,equipment,1010289.81,SITE-010,M. Sharma,2025-05-05 10:05:00,1,extreme_outlier
684,Goa Timber & Plywood,materials,32464.08,SITE-010,N. Rao,2025-04-10 16:02:00,0,none
685,SafeSite PPE & Consumables,misc,4891.7,SITE-001,N. Rao,2025-02-04 09:01:00,0,none
686,SafeSite PPE & Consumables,misc,3122.54,SITE-007,R. Mehta,2025-02-07 15:44:00,0,none
687,Konkan Aggregates Pvt Ltd,materials,36447.93,SITE-009,R. Mehta,2025-04-18 09:18:00,0,none
688,Sagar Labour Solutions,labor,24638.22,SITE-010,A. Fernandes,2025-06-16 10:23:00,0,none
689,Konkan Aggregates Pvt Ltd,materials,19019.27,SITE-010,R. Mehta,2025-04-14 13:18:00,0,none
690,Municipal Permits & Fees,misc,9017.46,SITE-008,K. Iyer,2025-02-13 17:16:00,0,none
691,SafeSite PPE & Consumables,misc,5236.63,SITE-003,R. Mehta,2025-04-28 09:30:00,0,none
692,PowerLift Cranes & Equipment,equipment,60927.25,SITE-010,K. Iyer,2025-01-20 18:11:00,0,none
693,Zenith Office & Site Supplies,misc,5564.92,SITE-006,J. D'Souza,2025-04-11 09:13:00,0,none
694,Sagar Labour Solutions,labor,31898.12,SITE-009,K. Iyer,2025-03-04 14:09:00,0,none
695,SafeSite PPE & Consumables,misc,9597.26,SITE-004,N. Rao,2025-05-13 13:21:00,0,none
696,PowerLift Cranes & Equipment,equipment,114720.85,SITE-003,M. Sharma,2025-04-10 16:33:00,0,none
697,Zenith Office & Site Supplies,misc,8124.34,SITE-010,S. Kulkarni,2025-06-23 15:38:00,0,none
698,Goa Timber & Plywood,materials,17495.67,SITE-006,J. D'Souza,2025-01-07 09:06:00,0,none
699,Union Skilled Workforce,labor,33611.42,SITE-008,R. Mehta,2025-01-31 16:38:00,0,none
700,Union Skilled Workforce,labor,175000.0,SITE-009,R. Mehta,2025-03-07 09:46:00,1,round_number
701,BuildRight Steel & Rebar,materials,69000.34,SITE-010,R. Mehta,2025-04-22 15:36:00,0,none
702,Everest Manpower Contractors,labor,36395.96,SITE-007,M. Sharma,2025-05-13 12:18:00,0,none
703,Shree Cement Suppliers,materials,58521.37,SITE-008,J. D'Souza,2025-02-18 10:13:00,0,none
704,TerraMove Heavy Machinery,equipment,241735.97,SITE-004,J. D'Souza,2025-02-05 13:26:00,0,none
705,BuildRight Steel & Rebar,materials,30383.02,SITE-005,K. Iyer,2025-02-11 11:22:00,0,none
706,Sagar Labour Solutions,labor,17796.65,SITE-004,K. Iyer,2025-01-21 08:43:00,0,none
707,Coastal Scaffolding Rentals,equipment,35972.8,SITE-008,P. Singh,2025-04-16 13:19:00,0,none
708,Konkan Aggregates Pvt Ltd,materials,190924.03,SITE-005,N. Rao,2025-06-20 18:01:00,1,extreme_outlier
709,SafeSite PPE & Consumables,misc,19724.94,SITE-004,N. Rao,2025-05-09 11:17:00,0,none
710,SafeSite PPE & Consumables,misc,7778.09,SITE-007,N. Rao,2025-06-09 10:17:00,0,none
711,Shree Cement Suppliers,materials,24877.51,SITE-004,M. Sharma,2025-02-04 11:16:00,0,none
712,Sagar Labour Solutions,labor,38988.97,SITE-004,K. Iyer,2025-03-12 16:48:00,0,none
713,Zenith Office & Site Supplies,misc,4957.84,SITE-007,S. Kulkarni,2025-06-20 17:39:00,0,none
714,Zenith Office & Site Supplies,misc,12451.01,SITE-003,S. Kulkarni,2025-01-30 18:56:00,0,none
715,PowerLift Cranes & Equipment,equipment,156239.54,SITE-007,M. Sharma,2025-05-28 13:15:00,0,none
716,Sagar Labour Solutions,labor,58503.35,SITE-008,A. Fernandes,2025-03-11 11:26:00,0,none
717,Shree Cement Suppliers,materials,20762.29,SITE-008,M. Sharma,2025-03-12 11:17:00,0,none
718,Union Skilled Workforce,labor,31711.7,SITE-002,S. Kulkarni,2025-04-14 10:29:00,0,none
719,Sagar Labour Solutions,labor,45683.1,SITE-007,K. Iyer,2025-05-21 10:36:00,0,none
720,BuildRight Steel & Rebar,materials,35922.49,SITE-003,R. Mehta,2025-06-26 10:24:00,0,none
721,Everest Manpower Contractors,labor,45029.96,SITE-009,A. Fernandes,2025-04-14 09:55:00,0,none
722,TerraMove Heavy Machinery,equipment,106825.89,SITE-001,J. D'Souza,2025-02-26 10:15:00,0,none
723,Municipal Permits & Fees,misc,28041.82,SITE-008,N. Rao,2025-04-14 13:50:00,0,none
724,Municipal Permits & Fees,misc,11846.12,SITE-006,N. Rao,2025-02-13 08:21:00,0,none
725,Coastal Scaffolding Rentals,equipment,52841.97,SITE-006,K. Iyer,2025-01-17 14:09:00,0,none
726,Coastal Scaffolding Rentals,equipment,38762.79,SITE-010,P. Singh,2025-03-01 14:59:00,1,off_hours
727,Sagar Labour Solutions,labor,36617.7,SITE-006,A. Fernandes,2025-01-20 15:13:00,0,none
728,Goa Timber & Plywood,materials,25711.05,SITE-005,J. D'Souza,2025-05-08 16:17:00,0,none
729,Shree Cement Suppliers,materials,17951.13,SITE-003,M. Sharma,2025-02-04 13:59:00,0,none
730,SafeSite PPE & Consumables,misc,13218.26,SITE-003,N. Rao,2025-06-25 15:01:00,0,none
731,SafeSite PPE & Consumables,misc,7340.43,SITE-010,N. Rao,2025-01-22 09:53:00,0,none
732,BuildRight Steel & Rebar,materials,65209.06,SITE-010,K. Iyer,2025-02-21 10:56:00,0,none
733,Coastal Scaffolding Rentals,equipment,52436.97,SITE-009,P. Singh,2025-01-25 08:44:00,1,off_hours
734,Shree Cement Suppliers,materials,47355.23,SITE-010,J. D'Souza,2025-02-13 08:16:00,0,none
735,Municipal Permits & Fees,misc,12749.88,SITE-009,J. D'Souza,2025-06-09 08:55:00,0,none
736,Coastal Scaffolding Rentals,equipment,44053.11,SITE-009,K. Iyer,2025-04-25 10:47:00,0,none
737,TerraMove Heavy Machinery,equipment,61898.39,SITE-005,M. Sharma,2025-02-14 10:14:00,0,none
738,Union Skilled Workforce,labor,54965.32,SITE-006,S. Kulkarni,2025-05-09 14:53:00,0,none
739,BuildRight Steel & Rebar,materials,83314.44,SITE-006,K. Iyer,2025-01-02 09:02:00,0,none
740,Shree Cement Suppliers,materials,24279.14,SITE-010,M. Sharma,2025-05-20 11:58:00,0,none
741,Municipal Permits & Fees,misc,22684.64,SITE-001,N. Rao,2025-05-05 09:10:00,0,none
742,Goa Timber & Plywood,materials,19382.88,SITE-001,J. D'Souza,2025-01-06 13:06:00,0,none
743,BuildRight Steel & Rebar,materials,331968.89,SITE-003,K. Iyer,2025-04-25 17:43:00,1,extreme_outlier
744,Zenith Office & Site Supplies,misc,2747.53,SITE-009,N. Rao,2025-05-27 13:50:00,0,none
745,Municipal Permits & Fees,misc,10747.62,SITE-004,K. Iyer,2025-01-24 16:10:00,0,none
746,TerraMove Heavy Machinery,equipment,125092.57,SITE-010,J. D'Souza,2025-04-28 12:41:00,0,none
