record_id,vendor,category,amount,site_id,approver,submitted_at,is_anomaly,anomaly_type,rule_duplicate,rule_round_number,rule_off_hours,rule_unusual_approver,stat_robust_z,stat_score,ml_score,suspicion_score,flag_reasons
176,Coastal Scaffolding Rentals,equipment,64853.87,SITE-007,P. Singh,2025-06-12 12:30:00,0,none,0.0,0.0,0.0,0.0,1.4434951203637882,0.24058252006063138,0.22383205268708514,0.0817,no strong signal
438,BuildRight Steel & Rebar,materials,27117.33,SITE-009,R. Mehta,2025-04-15 09:22:00,0,none,0.0,0.0,0.0,0.0,1.2225252900689971,0.2037542150114995,0.272624256366777,0.0816,no strong signal
1217,Konkan Aggregates Pvt Ltd,materials,35515.66,SITE-001,N. Rao,2025-01-13 08:23:00,0,none,0.0,0.0,0.0,0.0,1.2766772324770603,0.21277953874617672,0.25872313819995224,0.0814,no strong signal
63,BuildRight Steel & Rebar,materials,106737.1,SITE-004,R. Mehta,2025-06-09 11:48:00,0,none,0.0,0.0,0.0,0.0,1.0548017565572396,0.17580029275953993,0.3084796789146977,0.0814,no strong signal
844,Konkan Aggregates Pvt Ltd,materials,38429.95,SITE-008,N. Rao,2025-06-20 11:00:00,0,none,0.0,0.0,0.0,0.0,1.5688711713726036,0.2614785285621006,0.19383149787616888,0.0814,no strong signal
1385,SafeSite PPE & Consumables,misc,5718.96,SITE-003,N. Rao,2025-02-07 12:33:00,0,none,0.0,0.0,0.0,0.0,0.8926697158838649,0.14877828598064416,0.3436884672141403,0.0813,no strong signal
1343,Shree Cement Suppliers,materials,58928.22,SITE-009,J. D'Souza,2025-05-14 17:18:00,0,none,0.0,0.0,0.0,0.0,1.4963814348509639,0.24939690580849397,0.20907388468224444,0.0812,no strong signal
1669,Coastal Scaffolding Rentals,equipment,18983.39,SITE-008,K. Iyer,2025-05-26 13:05:00,0,none,0.0,0.0,0.0,0.0,1.2764729225199574,0.21274548708665955,0.25764797886614893,0.0812,no strong signal
1347,SafeSite PPE & Consumables,misc,6489.49,SITE-008,R. Mehta,2025-02-24 10:01:00,0,none,0.0,0.0,0.0,0.0,0.6744907594765952,0.11241512657943253,0.39159477184741803,0.0812,no strong signal
38,TerraMove Heavy Machinery,equipment,296668.61,SITE-010,M. Sharma,2025-02-20 11:40:00,0,none,0.0,0.0,0.0,0.0,1.2656919110405782,0.21094865184009637,0.25947542280865893,0.0811,no strong signal
1641,TerraMove Heavy Machinery,equipment,46618.48,SITE-010,M. Sharma,2025-03-19 08:03:00,0,none,0.0,0.0,0.0,0.0,1.2833796345647914,0.21389660576079858,0.2555980747421274,0.0811,no strong signal
108,Sagar Labour Solutions,labor,20359.16,SITE-001,P. Singh,2025-01-29 18:27:00,0,none,0.0,0.0,0.0,0.0,1.4017993459299305,0.2336332243216551,0.22921201170419978,0.0811,no strong signal
646,Everest Manpower Contractors,labor,32106.3,SITE-003,A. Fernandes,2025-04-14 10:41:00,0,none,0.0,0.0,0.0,0.0,1.0540712821491385,0.1756785470248564,0.30551457539921545,0.081,no strong signal
486,Zenith Office & Site Supplies,misc,3035.38,SITE-008,J. D'Souza,2025-04-22 14:32:00,0,none,0.0,0.0,0.0,0.0,1.1657008920412368,0.19428348200687282,0.28092062282358293,0.081,no strong signal
688,Sagar Labour Solutions,labor,24638.22,SITE-010,A. Fernandes,2025-06-16 10:23:00,0,none,0.0,0.0,0.0,0.0,0.9907214072193272,0.16512023453655453,0.32014460448820137,0.081,no strong signal
961,BuildRight Steel & Rebar,materials,30633.22,SITE-007,R. Mehta,2025-05-26 14:32:00,0,none,0.0,0.0,0.0,0.0,1.121961932626961,0.18699365543782684,0.2897883967193005,0.0809,no strong signal
1054,SafeSite PPE & Consumables,misc,11855.58,SITE-006,N. Rao,2025-03-24 09:35:00,0,none,0.0,0.0,0.0,0.0,0.8449412109690543,0.14082353516150906,0.35042554525509334,0.0807,no strong signal
858,Coastal Scaffolding Rentals,equipment,18608.95,SITE-005,P. Singh,2025-04-02 13:18:00,0,none,0.0,0.0,0.0,0.0,1.2986759784717894,0.2164459964119649,0.24777167944844639,0.0805,no strong signal
307,Sagar Labour Solutions,labor,24120.11,SITE-009,A. Fernandes,2025-02-03 16:57:00,0,none,0.0,0.0,0.0,0.0,1.0404948599929156,0.17341580999881925,0.30550104705903164,0.0805,no strong signal
497,PowerLift Cranes & Equipment,equipment,206111.87,SITE-010,K. Iyer,2025-01-17 17:53:00,0,none,0.0,0.0,0.0,0.0,1.0608229940324077,0.17680383233873462,0.3005720225031083,0.0804,no strong signal
1229,TerraMove Heavy Machinery,equipment,57672.3,SITE-005,J. D'Souza,2025-04-28 10:06:00,0,none,0.0,0.0,0.0,0.0,1.1706943180954759,0.19511571968257932,0.2756784154901695,0.0804,no strong signal
236,Sagar Labour Solutions,labor,26230.69,SITE-005,A. Fernandes,2025-02-10 18:31:00,0,none,0.0,0.0,0.0,0.0,0.8377370403119987,0.1396228400519998,0.349036275071645,0.0803,no strong signal
990,Union Skilled Workforce,labor,30497.78,SITE-001,S. Kulkarni,2025-01-15 10:54:00,0,none,0.0,0.0,0.0,0.0,1.2630783103851708,0.2105130517308618,0.2543878857446963,0.0803,no strong signal
1725,TerraMove Heavy Machinery,equipment,78320.13,SITE-009,J. D'Souza,2025-02-28 08:07:00,0,none,0.0,0.0,0.0,0.0,0.9602053416190511,0.16003422360317518,0.321289450975499,0.0802,no strong signal
692,PowerLift Cranes & Equipment,equipment,60927.25,SITE-010,K. Iyer,2025-01-20 18:11:00,0,none,0.0,0.0,0.0,0.0,1.0754648847673636,0.17924414746122727,0.2949081123344117,0.0801,no strong signal
1342,Everest Manpower Contractors,labor,78030.48,SITE-004,A. Fernandes,2025-02-11 14:55:00,0,none,0.0,0.0,0.0,0.0,1.173505482522807,0.1955842470871345,0.27315293191162504,0.0801,no strong signal
517,TerraMove Heavy Machinery,equipment,64341.88,SITE-001,J. D'Souza,2025-03-03 09:20:00,0,none,0.0,0.0,0.0,0.0,1.1027030053169595,0.18378383421949326,0.2879655312121479,0.08,no strong signal
703,Shree Cement Suppliers,materials,58521.37,SITE-008,J. D'Souza,2025-02-18 10:13:00,0,none,0.0,0.0,0.0,0.0,1.471013774770673,0.24516896246177886,0.20492003413431029,0.0798,no strong signal
1442,Goa Timber & Plywood,materials,32678.1,SITE-003,N. Rao,2025-02-17 15:59:00,0,none,0.0,0.0,0.0,0.0,1.80025217723582,0.3000420295393033,0.13122565091462365,0.0797,no strong signal
198,Coastal Scaffolding Rentals,equipment,61959.97,SITE-009,K. Iyer,2025-01-20 09:58:00,0,none,0.0,0.0,0.0,0.0,1.2718964032956155,0.21198273388260258,0.24895919025511387,0.0797,no strong signal
381,Shree Cement Suppliers,materials,59182.38,SITE-001,J. D'Souza,2025-01-14 11:33:00,0,none,0.0,0.0,0.0,0.0,1.5122286622959846,0.2520381103826641,0.19491550776890726,0.0796,no strong signal
901,Everest Manpower Contractors,labor,70771.44,SITE-007,A. Fernandes,2025-02-07 18:18:00,0,none,0.0,0.0,0.0,0.0,0.8214018883416104,0.13690031472360173,0.34821730428081815,0.0796,no strong signal
1251,Coastal Scaffolding Rentals,equipment,63767.77,SITE-009,P. Singh,2025-05-15 11:32:00,0,none,0.0,0.0,0.0,0.0,1.3790929756429122,0.2298488292738187,0.22322137522228308,0.0795,no strong signal
210,Coastal Scaffolding Rentals,equipment,66639.28,SITE-002,K. Iyer,2025-01-01 09:35:00,0,none,0.0,0.0,0.0,0.0,1.5493640396217743,0.2582273399369624,0.18575072935092396,0.0795,no strong signal
1527,SafeSite PPE & Consumables,misc,12635.88,SITE-002,R. Mehta,2025-05-15 14:51:00,0,none,0.0,0.0,0.0,0.0,1.0658865858208997,0.17764776430348328,0.29222713576982173,0.0794,no strong signal
1735,BuildRight Steel & Rebar,materials,118672.49,SITE-006,K. Iyer,2025-03-04 12:57:00,0,none,0.0,0.0,0.0,0.0,1.3961841350674051,0.23269735584456752,0.21873332960650746,0.0793,no strong signal
1770,Municipal Permits & Fees,misc,21328.73,SITE-005,K. Iyer,2025-03-24 13:51:00,0,none,0.0,0.0,0.0,0.0,1.376024964080469,0.2293374940134115,0.22261082550266956,0.0793,no strong signal
995,TerraMove Heavy Machinery,equipment,250843.42,SITE-003,M. Sharma,2025-05-16 18:25:00,0,none,0.0,0.0,0.0,0.0,0.7985388329719537,0.13308980549532562,0.3508117164881725,0.0792,no strong signal
34,Sagar Labour Solutions,labor,52195.29,SITE-010,P. Singh,2025-06-11 16:59:00,0,none,0.0,0.0,0.0,0.0,1.6566131785317029,0.2761021964219505,0.15870869741096094,0.079,no strong signal
1596,Sagar Labour Solutions,labor,47740.14,SITE-003,P. Singh,2025-03-21 18:09:00,0,none,0.0,0.0,0.0,0.0,1.2286187408172178,0.20476979013620297,0.25308189324157593,0.0789,no strong signal
191,BuildRight Steel & Rebar,materials,29148.9,SITE-010,R. Mehta,2025-04-04 13:06:00,0,none,0.0,0.0,0.0,0.0,1.164417243435423,0.1940695405725705,0.2668093123963337,0.0788,no strong signal
1450,Sagar Labour Solutions,labor,22287.18,SITE-003,A. Fernandes,2025-05-28 12:01:00,0,none,0.0,0.0,0.0,0.0,1.2165795809832327,0.20276326349720544,0.2529872281728285,0.0785,no strong signal
767,Zenith Office & Site Supplies,misc,4367.08,SITE-008,N. Rao,2025-02-07 18:37:00,0,none,0.0,0.0,0.0,0.0,0.7364074071082527,0.12273456785137545,0.35905213795506236,0.0784,no strong signal
521,Municipal Permits & Fees,misc,8094.9,SITE-005,N. Rao,2025-04-22 12:18:00,0,none,0.0,0.0,0.0,0.0,1.4847932247982132,0.24746553746636887,0.19199204825796248,0.0783,no strong signal
90,PowerLift Cranes & Equipment,equipment,231848.33,SITE-010,K. Iyer,2025-06-18 15:40:00,0,none,0.0,0.0,0.0,0.0,1.4395166018072196,0.2399194336345366,0.2016863183000376,0.0782,no strong signal
505,Zenith Office & Site Supplies,misc,5572.71,SITE-004,S. Kulkarni,2025-03-20 18:12:00,0,none,0.0,0.0,0.0,0.0,0.3477544790916169,0.05795907984860282,0.4431205662917156,0.0781,no strong signal
1933,Zenith Office & Site Supplies,misc,10548.86,SITE-008,J. D'Souza,2025-03-20 08:00:00,0,none,0.0,0.0,0.0,0.0,1.2563821695899704,0.20939702826499507,0.2412274375873282,0.0781,no strong signal
1393,Municipal Permits & Fees,misc,8113.04,SITE-007,J. D'Souza,2025-03-05 17:44:00,0,none,0.0,0.0,0.0,0.0,1.4808718171674473,0.24681196952790788,0.19187209929583052,0.0781,no strong signal
730,SafeSite PPE & Consumables,misc,13218.26,SITE-003,N. Rao,2025-06-25 15:01:00,0,none,0.0,0.0,0.0,0.0,1.2307900427044292,0.20513167378407152,0.24696203268952746,0.0781,no strong signal
327,Municipal Permits & Fees,misc,22377.55,SITE-005,N. Rao,2025-06-10 12:49:00,0,none,0.0,0.0,0.0,0.0,1.6027532304145338,0.2671255384024223,0.16328664226501857,0.0779,no strong signal
661,PowerLift Cranes & Equipment,equipment,207335.57,SITE-009,R. Mehta,2025-01-13 15:43:00,0,none,0.0,0.0,0.0,0.0,1.078828864608005,0.17980481076800084,0.27977842050912977,0.0779,no strong signal
1760,BuildRight Steel & Rebar,materials,100818.43,SITE-009,R. Mehta,2025-06-19 18:02:00,0,none,0.0,0.0,0.0,0.0,0.8855128064503085,0.14758546774171807,0.32278469759562134,0.0779,no strong signal
285,Union Skilled Workforce,labor,94943.1,SITE-001,R. Mehta,2025-04-17 17:34:00,0,none,0.0,0.0,0.0,0.0,1.3570579793378,0.22617632988963332,0.2173569105885928,0.0778,no strong signal
1032,Zenith Office & Site Supplies,misc,3443.0,SITE-007,J. D'Souza,2025-06-04 17:04:00,0,none,0.0,0.0,0.0,0.0,1.0342984663234454,0.17238307772057423,0.2877724539241101,0.0776,no strong signal
115,Zenith Office & Site Supplies,misc,6234.37,SITE-007,S. Kulkarni,2025-04-07 08:24:00,0,none,0.0,0.0,0.0,0.0,0.13445844602053608,0.02240974100342268,0.4874662454764232,0.0776,no strong signal
1667,BuildRight Steel & Rebar,materials,33097.01,SITE-002,R. Mehta,2025-02-10 11:39:00,0,none,0.0,0.0,0.0,0.0,1.0514912994637746,0.1752485499106291,0.28314981907914133,0.0775,no strong signal
965,Goa Timber & Plywood,materials,31351.21,SITE-004,J. D'Souza,2025-03-24 17:51:00,0,none,0.0,0.0,0.0,0.0,1.6377193099322793,0.27295321832204655,0.1529748119173506,0.0775,no strong signal
136,Everest Manpower Contractors,labor,35012.21,SITE-005,A. Fernandes,2025-02-17 09:03:00,0,none,0.0,0.0,0.0,0.0,0.9131185727871454,0.15218642879785757,0.3122869188065356,0.0773,no strong signal
1439,Union Skilled Workforce,labor,83968.18,SITE-010,S. Kulkarni,2025-05-23 17:51:00,0,none,0.0,0.0,0.0,0.0,0.9108535665300669,0.15180892775501115,0.31311320157441164,0.0773,no strong signal
1332,PowerLift Cranes & Equipment,equipment,45351.41,SITE-010,R. Mehta,2025-04-23 17:48:00,0,none,0.0,0.0,0.0,0.0,1.3046522339103006,0.2174420389850501,0.2245043215128979,0.0772,no strong signal
690,Municipal Permits & Fees,misc,9017.46,SITE-008,K. Iyer,2025-02-13 17:16:00,0,none,0.0,0.0,0.0,0.0,1.2853591661521588,0.21422652769202646,0.2287133785719266,0.0772,no strong signal
112,SafeSite PPE & Consumables,misc,10912.51,SITE-008,R. Mehta,2025-05-12 16:57:00,0,none,0.0,0.0,0.0,0.0,0.5779067951526631,0.09631779919211052,0.3859039320598635,0.0771,no strong signal
941,BuildRight Steel & Rebar,materials,106380.26,SITE-001,R. Mehta,2025-05-02 15:28:00,0,none,0.0,0.0,0.0,0.0,1.0445952289156988,0.17409920481928312,0.28094656979953425,0.077,no strong signal
1014,BuildRight Steel & Rebar,materials,106375.28,SITE-006,R. Mehta,2025-05-23 15:45:00,0,none,0.0,0.0,0.0,0.0,1.044452788304627,0.17407546471743784,0.28094656979953425,0.077,no strong signal
347,TerraMove Heavy Machinery,equipment,270149.72,SITE-002,M. Sharma,2025-06-18 18:24:00,0,none,0.0,0.0,0.0,0.0,0.9953519279338354,0.16589198798897256,0.29181234223494223,0.077,no strong signal
1097,Sagar Labour Solutions,labor,20614.48,SITE-003,P. Singh,2025-01-09 09:33:00,0,none,0.0,0.0,0.0,0.0,1.3772714310814378,0.22954523851357297,0.20629026028095415,0.0769,no strong signal
1407,Coastal Scaffolding Rentals,equipment,22808.62,SITE-004,P. Singh,2025-01-08 17:41:00,0,none,0.0,0.0,0.0,0.0,1.049649410826158,0.17494156847102635,0.2796487348209931,0.0769,no strong signal
1024,Goa Timber & Plywood,materials,8614.17,SITE-004,K. Iyer,2025-02-03 17:50:00,0,none,0.0,0.0,0.0,0.0,1.1473768963812048,0.1912294827302008,0.2562651877372939,0.0767,no strong signal
1173,Shree Cement Suppliers,materials,14052.03,SITE-003,M. Sharma,2025-03-06 14:33:00,0,none,0.0,0.0,0.0,0.0,1.301711065133181,0.21695184418886349,0.22134708058693703,0.0766,no strong signal
386,BuildRight Steel & Rebar,materials,88765.02,SITE-009,R. Mehta,2025-02-10 18:07:00,0,none,0.0,0.0,0.0,0.0,0.540754757072935,0.09012579284548916,0.38841610215823763,0.0763,no strong signal
1508,Union Skilled Workforce,labor,34130.08,SITE-010,S. Kulkarni,2025-03-28 11:41:00,0,none,0.0,0.0,0.0,0.0,1.115400852267797,0.18590014204463282,0.2610829776854013,0.0763,no strong signal
162,Konkan Aggregates Pvt Ltd,materials,15792.97,SITE-003,R. Mehta,2025-03-10 08:23:00,0,none,0.0,0.0,0.0,0.0,0.7007685525051317,0.11679475875085528,0.35217498611786263,0.0762,no strong signal
1515,Sagar Labour Solutions,labor,48666.43,SITE-008,P. Singh,2025-06-19 08:37:00,0,none,0.0,0.0,0.0,0.0,1.3176049629894344,0.21960082716490573,0.21322205167081196,0.0759,no strong signal
918,Sagar Labour Solutions,labor,17600.74,SITE-004,K. Iyer,2025-02-12 14:40:00,0,none,0.0,0.0,0.0,0.0,1.6667934352154516,0.27779890586924194,0.13585153164821837,0.0759,no strong signal
443,SafeSite PPE & Consumables,misc,6667.8,SITE-010,R. Mehta,2025-01-09 17:56:00,0,none,0.0,0.0,0.0,0.0,0.6240014992051193,0.10400024986751988,0.3657345028793001,0.0757,no strong signal
1027,Union Skilled Workforce,labor,90537.05,SITE-004,S. Kulkarni,2025-05-22 13:33:00,0,none,0.0,0.0,0.0,0.0,1.1779223726043102,0.1963203954340517,0.24297015211827266,0.0757,no strong signal
1268,Coastal Scaffolding Rentals,equipment,61804.18,SITE-001,P. Singh,2025-04-23 16:37:00,0,none,0.0,0.0,0.0,0.0,1.2626585705674458,0.2104430950945743,0.2243995432138087,0.0757,no strong signal
1658,Municipal Permits & Fees,misc,9417.56,SITE-002,N. Rao,2025-01-01 08:28:00,0,none,0.0,0.0,0.0,0.0,1.1988677001615602,0.19981128336026002,0.23776539996054066,0.0756,no strong signal
1201,Goa Timber & Plywood,materials,9402.99,SITE-008,K. Iyer,2025-05-09 08:03:00,0,none,0.0,0.0,0.0,0.0,1.0507530794963242,0.17512551324938738,0.2698412379791347,0.0755,no strong signal
876,Shree Cement Suppliers,materials,14965.36,SITE-006,J. D'Souza,2025-05-16 15:08:00,0,none,0.0,0.0,0.0,0.0,1.2447636767071464,0.2074606127845244,0.22656548825406367,0.0755,no strong signal
219,Konkan Aggregates Pvt Ltd,materials,14251.92,SITE-001,R. Mehta,2025-02-03 09:22:00,0,none,0.0,0.0,0.0,0.0,0.855278045223762,0.142546340870627,0.31332116846008595,0.0755,no strong signal
820,Sagar Labour Solutions,labor,48311.14,SITE-010,P. Singh,2025-01-06 09:50:00,0,none,0.0,0.0,0.0,0.0,1.2834731955347853,0.21391219925579755,0.2175248187285642,0.0754,no strong signal
1539,Sagar Labour Solutions,labor,51069.74,SITE-002,K. Iyer,2025-03-21 11:26:00,0,none,0.0,0.0,0.0,0.0,1.548484576942634,0.25808076282377235,0.15707007889601018,0.0752,no strong signal
1481,TerraMove Heavy Machinery,equipment,73119.3,SITE-007,J. D'Souza,2025-03-27 18:45:00,0,none,0.0,0.0,0.0,0.0,1.0132238614115854,0.16887064356859757,0.27635503745226003,0.0752,no strong signal
1757,Shree Cement Suppliers,materials,16048.28,SITE-010,M. Sharma,2025-02-18 16:05:00,0,none,0.0,0.0,0.0,0.0,1.177242117277016,0.19620701954616934,0.23974006545366902,0.0752,no strong signal
1826,Coastal Scaffolding Rentals,equipment,58282.41,SITE-002,P. Singh,2025-03-03 15:43:00,0,none,0.0,0.0,0.0,0.0,1.0538292351345773,0.17563820585576287,0.26742757374706694,0.0752,no strong signal
1766,Everest Manpower Contractors,labor,78052.44,SITE-008,M. Sharma,2025-06-02 18:25:00,0,none,0.0,0.0,0.0,0.0,1.174570663996972,0.19576177733282865,0.2393204067572487,0.0751,no strong signal
571,BuildRight Steel & Rebar,materials,19911.56,SITE-009,K. Iyer,2025-03-12 11:31:00,0,none,0.0,0.0,0.0,0.0,1.4286285595555575,0.23810475992592625,0.1831116746375427,0.0751,no strong signal
1270,Coastal Scaffolding Rentals,equipment,57894.18,SITE-010,P. Singh,2025-03-11 08:18:00,0,none,0.0,0.0,0.0,0.0,1.0308084777043354,0.17180141295072257,0.27177951753303564,0.0751,no strong signal
860,Coastal Scaffolding Rentals,equipment,67151.49,SITE-003,K. Iyer,2025-03-12 15:02:00,0,none,0.0,0.0,0.0,0.0,1.579736401786842,0.263289400297807,0.14862777057394863,0.075,no strong signal
1136,Zenith Office & Site Supplies,misc,5181.4,SITE-010,S. Kulkarni,2025-02-21 12:20:00,0,none,0.0,0.0,0.0,0.0,0.47389913148264057,0.0789831885804401,0.39232480026715694,0.0746,no strong signal
1458,Union Skilled Workforce,labor,91928.02,SITE-001,R. Mehta,2025-02-04 17:52:00,0,none,0.0,0.0,0.0,0.0,1.2344746711252264,0.20574577852087106,0.22324793871547272,0.0746,no strong signal
297,Sagar Labour Solutions,labor,45474.36,SITE-004,A. Fernandes,2025-01-17 16:11:00,0,none,0.0,0.0,0.0,0.0,1.0109512689959042,0.16849187816598402,0.27266332525543086,0.0746,no strong signal
1623,TerraMove Heavy Machinery,equipment,262915.12,SITE-010,J. D'Souza,2025-06-25 18:55:00,0,none,0.0,0.0,0.0,0.0,0.9216006645218285,0.15360011075363808,0.29208487763787844,0.0745,no strong signal
385,Zenith Office & Site Supplies,misc,11437.0,SITE-009,J. D'Souza,2025-01-08 13:12:00,0,none,0.0,0.0,0.0,0.0,1.5426874303156448,0.25711457171927415,0.1535787443935129,0.0745,no strong signal
96,Zenith Office & Site Supplies,misc,4034.4,SITE-008,J. D'Souza,2025-05-16 09:26:00,0,none,0.0,0.0,0.0,0.0,0.8436517989138433,0.14060863315230723,0.3092269983150748,0.0745,no strong signal
321,Konkan Aggregates Pvt Ltd,materials,13426.85,SITE-008,R. Mehta,2025-04-30 08:11:00,0,none,0.0,0.0,0.0,0.0,0.9380016084808662,0.1563336014134777,0.2879649676880295,0.0745,no strong signal
1709,Sagar Labour Solutions,labor,48031.16,SITE-009,P. Singh,2025-04-22 18:49:00,0,none,0.0,0.0,0.0,0.0,1.256576259927387,0.20942937665456451,0.21585836471322944,0.0743,no strong signal
289,SafeSite PPE & Consumables,misc,7058.44,SITE-002,R. Mehta,2025-02-25 18:02:00,0,none,0.0,0.0,0.0,0.0,0.5133900661253745,0.08556501102089575,0.38105652364093084,0.0743,no strong signal
592,BuildRight Steel & Rebar,materials,37754.38,SITE-005,R. Mehta,2025-02-20 18:25:00,0,none,0.0,0.0,0.0,0.0,0.9182787234020048,0.15304645390033414,0.29091608186389084,0.0742,no strong signal
44,Konkan Aggregates Pvt Ltd,materials,13006.14,SITE-008,R. Mehta,2025-04-24 18:45:00,0,none,0.0,0.0,0.0,0.0,0.980183035872356,0.16336383931205933,0.2765424870735556,0.0742,no strong signal
429,Konkan Aggregates Pvt Ltd,materials,11402.71,SITE-005,R. Mehta,2025-06-05 15:33:00,0,none,0.0,0.0,0.0,0.0,1.140946902008973,0.1901578170014955,0.2406866602554078,0.0741,no strong signal
1164,BuildRight Steel & Rebar,materials,30085.57,SITE-001,K. Iyer,2025-06-02 16:31:00,0,none,0.0,0.0,0.0,0.0,1.1376261094650109,0.1896043515775018,0.2412581381973438,0.0741,no strong signal
245,SafeSite PPE & Consumables,misc,11041.96,SITE-009,R. Mehta,2025-04-08 08:56:00,0,none,0.0,0.0,0.0,0.0,0.6145611316573039,0.10242685527621731,0.35768338255088394,0.0741,no strong signal
1800,Konkan Aggregates Pvt Ltd,materials,32672.64,SITE-002,R. Mehta,2025-01-10 18:42:00,0,none,0.0,0.0,0.0,0.0,0.9916290004346727,0.16527150007244545,0.2725140862790989,0.0739,no strong signal
1533,TerraMove Heavy Machinery,equipment,256526.94,SITE-005,J. D'Souza,2025-04-21 16:45:00,0,none,0.0,0.0,0.0,0.0,0.8564780114514011,0.1427463352419002,0.30180531439651037,0.0738,no strong signal
737,TerraMove Heavy Machinery,equipment,61898.39,SITE-005,M. Sharma,2025-02-14 10:14:00,0,none,0.0,0.0,0.0,0.0,1.1276125337821967,0.18793542229703278,0.24077597391877312,0.0737,no strong signal
1575,PowerLift Cranes & Equipment,equipment,38145.0,SITE-009,R. Mehta,2025-05-14 14:24:00,0,none,0.0,0.0,0.0,0.0,1.4106894046013934,0.2351149007668989,0.17764235776512552,0.0737,no strong signal
344,Goa Timber & Plywood,materials,8696.48,SITE-008,K. Iyer,2025-01-10 09:03:00,0,none,0.0,0.0,0.0,0.0,1.1372946135184547,0.18954910225307578,0.23700161097955846,0.0735,no strong signal
310,Municipal Permits & Fees,misc,10020.97,SITE-002,K. Iyer,2025-02-20 08:00:00,0,none,0.0,0.0,0.0,0.0,1.0684257719101558,0.17807096198502595,0.2521555017177266,0.0734,no strong signal
589,Union Skilled Workforce,labor,86667.15,SITE-009,S. Kulkarni,2025-06-13 13:32:00,0,none,0.0,0.0,0.0,0.0,1.020584874278614,0.17009747904643568,0.260237092039235,0.0731,no strong signal
103,Everest Manpower Contractors,labor,26929.68,SITE-003,P. Singh,2025-05-06 16:51:00,0,none,0.0,0.0,0.0,0.0,1.305165987194195,0.21752766453236583,0.1967848539807743,0.073,no strong signal
671,BuildRight Steel & Rebar,materials,32926.12,SITE-007,R. Mehta,2025-02-25 16:09:00,0,none,0.0,0.0,0.0,0.0,1.0563791862159966,0.1760631977026661,0.2503280165396774,0.0728,no strong signal
955,Coastal Scaffolding Rentals,equipment,58168.37,SITE-009,P. Singh,2025-05-08 17:04:00,0,none,0.0,0.0,0.0,0.0,1.0470670395872348,0.17451117326453913,0.2524449854094839,0.0728,no strong signal
1179,Coastal Scaffolding Rentals,equipment,65101.69,SITE-006,K. Iyer,2025-06-17 13:40:00,0,none,0.0,0.0,0.0,0.0,1.4581900282955877,0.24303167138259796,0.16028338759665253,0.0726,no strong signal
979,TerraMove Heavy Machinery,equipment,65828.58,SITE-006,M. Sharma,2025-05-23 10:18:00,0,none,0.0,0.0,0.0,0.0,1.0875472256864849,0.18125787094774748,0.2423182112234047,0.0726,no strong signal
697,Zenith Office & Site Supplies,misc,8124.34,SITE-010,S. Kulkarni,2025-06-23 15:38:00,0,none,0.0,0.0,0.0,0.0,0.47480175351298676,0.07913362558549779,0.3783227444698348,0.0726,no strong signal
410,PowerLift Cranes & Equipment,equipment,210895.13,SITE-008,R. Mehta,2025-05-13 15:05:00,0,none,0.0,0.0,0.0,0.0,1.131205244983974,0.188534207497329,0.23193855001850824,0.0725,no strong signal
841,Shree Cement Suppliers,materials,20078.93,SITE-003,M. Sharma,2025-02-28 09:09:00,0,none,0.0,0.0,0.0,0.0,0.9259255163119808,0.15432091938533013,0.2772469987336436,0.0725,no strong signal
1422,Zenith Office & Site Supplies,misc,7628.3,SITE-005,S. Kulkarni,2025-06-09 09:39:00,0,none,0.0,0.0,0.0,0.0,0.31489581353689794,0.05248263558948299,0.4126100132898731,0.0724,no strong signal
337,Coastal Scaffolding Rentals,equipment,21888.64,SITE-006,P. Singh,2025-04-09 15:11:00,0,none,0.0,0.0,0.0,0.0,1.1042011879187934,0.1840335313197989,0.23695726965134734,0.0724,no strong signal
1047,SafeSite PPE & Consumables,misc,6146.65,SITE-001,R. Mehta,2025-04-16 10:39:00,0,none,0.0,0.0,0.0,0.0,0.7715674124487941,0.1285945687414657,0.3113138998459803,0.0724,no strong signal
835,Sagar Labour Solutions,labor,21058.57,SITE-010,P. Singh,2025-04-17 10:10:00,0,none,0.0,0.0,0.0,0.0,1.3346088832784175,0.22243481387973627,0.18549213027649572,0.0723,no strong signal
114,Union Skilled Workforce,labor,32664.44,SITE-003,R. Mehta,2025-01-17 16:48:00,0,none,0.0,0.0,0.0,0.0,1.1749889891824647,0.19583149819707746,0.22028447080674934,0.0722,no strong signal
1156,SafeSite PPE & Consumables,misc,11454.71,SITE-003,N. Rao,2025-03-10 13:40:00,0,none,0.0,0.0,0.0,0.0,0.7314331084227778,0.12190551807046296,0.3186088560998029,0.0722,no strong signal
441,Municipal Permits & Fees,misc,20271.74,SITE-005,K. Iyer,2025-04-11 16:07:00,0,none,0.0,0.0,0.0,0.0,1.1475305510902103,0.1912550918483684,0.22665157319579818,0.0722,no strong signal
620,SafeSite PPE & Consumables,misc,6809.67,SITE-009,R. Mehta,2025-06-13 14:02:00,0,none,0.0,0.0,0.0,0.0,0.5838303851076807,0.09730506418461345,0.3512007204124786,0.0721,no strong signal
832,SafeSite PPE & Consumables,misc,6567.87,SITE-004,R. Mehta,2025-03-27 16:35:00,0,none,0.0,0.0,0.0,0.0,0.6522971179529663,0.10871618632549439,0.3357823071940345,0.0721,no strong signal
